"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"2024","CONVENTION",702,"1VWK","2014-12-11",2,1,"BUSINESS",498,7.2,"CONFRM","CONVENTION","UNITED STATES","","Future",498,"Female","46-55","","",10,9,9,9,10,10,3,10,9,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2025","CONVENTION",1206,"1VWK","2014-12-11",2,1,"BUSINESS",498,8.77,"CONFRM","CONVENTION","UNITED STATES","","Future",498,"Female","36-45","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2026","CONVENTION",430,"1BED","2014-12-10",3,1,"BUSINESS",687,6,"SHARE","CONVENTION","UNITED STATES","","Future",687,"Male","76+","","",10,9,9,10,10,10,NA,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2027","TRANSIENT",514,"1BED","2014-12-11",2,2,"BUSINESS",618.2,52,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",618.2,"Female","36-45","","",10,10,10,10,10,10,10,10,9.5,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2028","TRANSIENT",1019,"JRST","2014-12-12",1,2,"LEISURE",333.1,222.3,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",274.1,"Female","66-75","No","No",9,3,3,9,NA,NA,10,10,10,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"2029","TRANSIENT",2009,"ADKT","2014-12-09",4,2,"BUSINESS",1076,323.13,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",1076,"Male","76+","","",10,10,NA,10,10,NA,NA,NA,NA,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center","Promoter"
"2030","TRANSIENT",506,"1BED","2014-12-10",3,1,"BUSINESS",897,239,"CONFRM","TRANSIENT","UNITED STATES","","Future",897,"Male","26-35","","",10,10,8,10,10,8,5,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Promoter"
"2031","TRANSIENT",603,"QNQN","2014-12-11",2,1,"BUSINESS",433.76,13.8,"SHARE","TRANSIENT","UNITED STATES","Diamond","Future",220,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2032","TRANSIENT",910,"1BED","2014-12-12",1,1,"LEISURE",299,118.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",299,"Female","46-55","","",8,8,9,10,10,10,9,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Passive"
"2033","TRANSIENT",1207,"1VWQ","2014-12-12",1,2,"LEISURE",362.54,37,"CONFRM","TRANSIENT","UNITED STATES","","Future",384,"Male","56-65","","",10,10,10,10,10,10,10,10,8.5,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2034","CONVENTION",4403,"KING","2014-12-11",2,1,"BUSINESS",298,81.32,"CONFRM","CONVENTION","UNITED STATES","","Future",298,"Male","56-65","No","No",10,10,10,10,10,9,10,10,10,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"2035","TRANSIENT",2718,"CLBK","2014-12-12",1,2,"BUSINESS",164.34,24,"CONFRM","TRANSIENT","","","Past",164.34,"Female","46-55","","",4,4,NA,1,9,NA,NA,NA,NA,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Internet","Detractor"
"2036","TRANSIENT",530,"OVRK","2014-12-12",1,2,"LEISURE",399,226.3,"CONFRM","TRANSIENT","UNITED STATES","","Past",399,"Male","36-45","","",9,9,NA,7,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2037","CONVENTION",4110,"KING","2014-12-11",2,1,"BUSINESS",298,139.69,"CONFRM","CONVENTION","UNITED STATES","","Future",298,"Female","46-55","I don't know","No",10,10,NA,10,10,10,NA,10,10,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"2038","TRANSIENT",814,"VW1K","2014-12-11",2,2,"LEISURE",278,72.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",278,"Male","56-65","","",10,10,10,10,9,9,NA,10,8.66666666666,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Promoter"
"2039","TRANSIENT",2022,"NVWK","2014-12-12",1,2,"LEISURE",219,276.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",219,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center","Promoter"
"2040","TRANSIENT",1126,"KING","2014-12-11",2,1,"BUSINESS",358,33.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",358,"Male","36-45","","",9,7,7,7,10,9,8,7,9,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"2041","TRANSIENT",1436,"DDBL","2014-12-12",1,1,"LEISURE",179,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",179,"Male","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Hotel","Promoter"
"2042","TRANSIENT",714,"AFRM","2014-12-12",1,1,"BUSINESS",191.1,58,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",191.1,"Male","56-65","","",8,8,NA,8,8,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Passive"
"2043","TRANSIENT",401,"VW1K","2014-12-12",1,2,"LEISURE",209.5,14,"CONFRM","TRANSIENT","UNITED STATES","","Future",229,"Female","46-55","","",10,8,NA,9,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"2044","TRANSIENT",418,"DDBL","2014-12-12",1,2,"BUSINESS",161.1,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",161.1,"Female","46-55","","",9,8,7,8,9,9,NA,10,8,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Promoter"
"2045","TRANSIENT",1019,"KING","2014-12-12",1,2,"BUSINESS",146.78,34.75,"CONFRM","TRANSIENT","UNITED STATES","","Past",146.78,"Female","66-75","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Internet","Promoter"
"2046","TRANSIENT",107,"DLXN","2014-12-12",1,2,"BUSINESS",34.78,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",34.78,"Male","26-35","","",10,10,10,10,10,10,10,10,8.5,"Austin","Texas","United States",71,"Hyatt House","",131,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"2047","TRANSIENT",402,"KING","2014-12-12",1,1,"LEISURE",109,4.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",109,"Male","46-55","","",10,9,9,9,10,10,10,10,8,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"2048","TRANSIENT",602,"KING","2014-12-12",1,2,"LEISURE",109,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",109,"Female","56-65","","",8,8,8,8,10,10,10,10,8,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"2049","TRANSIENT",617,"KING","2014-12-12",1,2,"BUSINESS",89,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",89,"Male","26-35","","",8,9,NA,7,10,NA,NA,NA,NA,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"2050","TRANSIENT",1626,"KING","2014-12-11",2,2,"BUSINESS",358,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",358,"Female","36-45","","",8,8,8,8,8,8,8,8,8,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Passive"
"2051","TRANSIENT",255,"DLXN","2014-12-12",1,1,"BUSINESS",34.78,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",34.78,"Male","36-45","","",6,6,NA,5,10,NA,NA,NA,NA,"Austin","Texas","United States",71,"Hyatt House","",131,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Detractor"
"2052","CONVENTION",314,"KING","2014-12-07",6,1,"BUSINESS",720,0,"CONFRM","CONVENTION","UNITED STATES","","Future",720,"Female","26-35","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel","Promoter"
"2053","TRANSIENT",625,"KING","2014-12-12",1,2,"BUSINESS",68.46,0,"CONFRM","TRANSIENT","","","Future",68.46,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"2054","TRANSIENT",710,"KING","2014-12-11",2,2,"BUSINESS",291.76,0,"CONFRM","TRANSIENT","","","Future",291.76,"Male","46-55","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"2055","TRANSIENT",832,"KING","2014-12-12",1,2,"BUSINESS",146.78,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",146.78,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"2056","TRANSIENT",1027,"KING","2014-12-07",6,1,"BUSINESS",836.4,24,"CONFRM","TRANSIENT","UNITED STATES","","Future",836.4,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"2057","TRANSIENT",1833,"KING","2014-12-05",8,1,"LEISURE",1352,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1352,"Female","56-65","","",10,10,10,10,10,10,10,10,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center","Promoter"
"2058","TRANSIENT",1028,"KING","2014-12-12",1,2,"BUSINESS",179,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",179,"Female","36-45","","",10,10,10,10,10,10,NA,10,10,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2059","TRANSIENT",626,"KING","2014-12-12",1,1,"BUSINESS",179,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",179,"Female","26-35","","",10,10,10,10,10,10,NA,10,10,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2060","TRANSIENT",1605,"QNQN","2014-12-12",1,1,"LEISURE",189,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",189,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2061","TRANSIENT",317,"KING","2014-12-12",1,1,"BUSINESS",99,0,"CONFRM","TRANSIENT","NETHERLANDS","","Past",99,"Male","36-45","","",10,10,NA,8,10,NA,NA,NA,NA,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Internet","Promoter"
"2062","TRANSIENT",1725,"QNQN","2014-12-12",1,2,"BUSINESS",139,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",278,"Male","36-45","","",10,10,10,10,10,10,9,10,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2063","TRANSIENT",310,"KING","2014-12-12",1,2,"LEISURE",99,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",99,"Female","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"2064","TRANSIENT",308,"KING","2014-12-12",1,2,"BUSINESS",89,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",89,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"2065","TRANSIENT",505,"DDBL","2014-12-12",1,1,"BUSINESS",79.2,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",79.2,"Male","56-65","","",9,NA,NA,NA,8,8,7,NA,7,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center","Promoter"
"2066","TRANSIENT",401,"KING","2014-12-11",2,1,"BUSINESS",278,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",278,"Female","36-45","","",6,7,8,8,8,8,7,7,7,"College Station","Texas","United States",64,"Hyatt Place","",91,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Detractor"
"2067","TRANSIENT",201,"KING","2014-12-12",1,2,"LEISURE",118.15,4,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",118.15,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"College Station","Texas","United States",64,"Hyatt Place","",91,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","","N","N","N","Global Contact Center","Promoter"
"2068","TRANSIENT",311,"KING","2014-12-12",1,2,"LEISURE",139,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",139,"Male","46-55","","",8,9,7,10,10,10,10,10,8,"College Station","Texas","United States",64,"Hyatt Place","",91,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Passive"
"2069","TRANSIENT",103,"KING","2014-12-12",1,1,"BUSINESS",118,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",118,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"College Station","Texas","United States",64,"Hyatt Place","",91,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","","N","N","N","Global Contact Center","Promoter"
"2070","TRANSIENT",402,"KING","2014-12-12",1,2,"BUSINESS",81.53,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",34.78,"Female","46-55","","",10,10,10,10,10,10,10,10,10,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Global Contact Center","Promoter"
"2071","TRANSIENT",314,"QNQN","2014-12-12",1,2,"LEISURE",103,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",103,"Female","36-45","","",9,6,NA,9,10,NA,NA,NA,NA,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"2072","CONVENTION",1236,"EXST","2014-12-12",1,2,"BUSINESS",99,4,"SHARE","CONVENTION","UNITED STATES","Gold","Future",99,"Female","36-45","","",10,8,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"2073","TRANSIENT",1253,"KING","2014-12-12",1,1,"BUSINESS",116.1,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",116.1,"Male","46-55","","",10,9,9,9,9,9,10,9,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"2074","TRANSIENT",812,"KING","2014-12-12",1,1,"LEISURE",129,19,"CONFRM","TRANSIENT","UNITED STATES","","Future",129,"Female","18-25","","",10,8,NA,8,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"2075","TRANSIENT",939,"KING","2014-12-12",1,1,"BUSINESS",134.02,31,"CONFRM","TRANSIENT","UNITED STATES","","Past",143.1,"Male","36-45","","",10,9,9,9,10,10,10,10,9,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"2076","TRANSIENT",836,"QUEN","2014-12-12",1,2,"BUSINESS",116.1,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",116.1,"Male","46-55","","",10,10,10,10,10,10,10,10,10,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"2077","TRANSIENT",953,"KING","2014-12-12",1,1,"LEISURE",129,18.5,"CONFRM","TRANSIENT","UNITED STATES","","Past",129,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"2078","TRANSIENT",849,"KING","2014-12-12",1,1,"LEISURE",149,0,"CONFRM","TRANSIENT","MEXICO","","Past",149,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"2079","TRANSIENT",110,"EXST","2014-12-12",1,2,"LEISURE",140,30.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",140,"Male","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
